PREFIXO: ;E3-066
NOME DO POSTO: ;GASPAR RICARDO
MUNICÍPIO: ;SAO VICENTE
CURSO D'ÁGUA: ;BRANCO/BRANCO DA CONCEICAO,R
LATITUDE: ;23°58'00"
LONGITUDE: ;46°30'00"
 
Obs: valores com --- representam dados inexistentes.
 
Dados de chuva (mm)
 
Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Chuva máxima;Chuva total
  05/1961;  3,0;  6,1; 58,0;  0,1;  0,0;  0,0;  0,0;  2,0;  1,0;  2,0; 11,0;  5,1;  0,0;  0,0;  0,1;  0,0;  0,0;  0,0; 28,0; 13,0;  0,0;  0,0;  0,0;  0,0;  0,0; 16,0;  0,1;  0,0;0,0;0,0;0,0;58,0;145,5
  06/1961;  0,0;  0,0;  0,0;  0,0;  6,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,1;  0,0; 65,0;  5,1;  0,1;  8,0;  0,0;  0,0;  0,0;  8,0;  0,0;  0,0;  4,0;  0,0;  0,0;  0,0;0,0;0,0;---;65,0;97,3
  07/1961;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 11,0; 72,1;  7,0;  0,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 17,0;  0,0;  0,0;  0,0; 31,1; 28,0;1,0;0,0;0,0;72,1;167,3
  08/1961;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,0;  0,0;  0,0; 27,0;  0,3;  0,0;  0,0;  5,1;  4,0;  0,0;0,0;0,0;0,0;27,0;37,4
  09/1961;  0,0;  0,0;  0,0;  0,0;  0,0;  8,0; 29,1; 32,1; 10,0; 18,1;  7,0;  0,0;  0,0;  0,0;  0,0;  3,1;  1,0;  0,0;  5,0;  4,1;  0,0;  0,0; 43,0;  1,1;  0,0;  0,0;  0,0;  0,0;3,1;0,7;---;43,0;165,4
  10/1961;  0,0;  0,0;  0,5;  0,0;  0,0;  0,0;  0,0;  0,0;  3,0;  0,0;  0,0;  1,1;  0,0;  0,0;  0,0; 30,0; 33,0; 46,1;  0,0;  0,0;  0,0;  1,8;  1,3;  0,0;  0,0; 16,0;  0,0;  0,0;0,0;1,0;1,0;46,1;134,8
  11/1961;  0,0;  0,0;  0,4; 62,3;  3,6;  0,0; 71,5;  3,6;  0,0;  0,0;  1,1; 24,4; 17,0; 15,2; 11,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,4; 14,6;  1,4;  0,0; 10,9;  4,0;3,5;0,0;---;71,5;247,4
  12/1961;  0,0; 10,0; 11,0; 18,8;  8,0; 30,8; 17,0;  3,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 30,0; 12,6;  3,0;  3,5;  0,0;  0,0;  0,0; 30,8;  0,0;  0,0; 22,0; 20,3; 38,5;  0,0;5,5;6,1;10,5;38,5;281,9
  01/1962;  0,0;  0,0;  8,5;  0,0;  0,0;  0,0;  0,0;  4,0;  7,4;  0,0;  0,0;  0,0;  0,0;  0,0; 16,0; 55,0;  6,5; 41,0; 26,4; 18,0; 21,2;  0,0;  0,0;  0,0;  0,0; 26,0; 45,0;  3,8;4,8;28,3;11,0;55,0;322,9
  02/1962;  0,0;  0,0;  0,0; 36,3; 16,0;  5,7;  0,0;  0,0;  4,0; 28,0;  6,8;  3,5;  7,5;  0,0;  0,0; 35,5;  0,0;  0,0;  4,0; 38,7;  6,5; 28,0;  2,0;  0,0; 55,5;  0,0; 40,5;  0,0;---;---;---;55,5;318,5
  03/1962;  0,0;  0,0;  4,5; 34,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 69,5; 50,4; 39,0;117,5; 10,0;  0,0;  0,0;  9,5;  5,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;117,5;339,9
  04/1962;  0,0;  0,0;  0,0; 21,7;  0,0;  0,0;  0,0;  0,0;  3,4;  5,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,0; 33,8; 34,7;  0,5;  1,1;  0,0;  0,0; 13,5;  1,5;  0,0;  0,0;  0,0;1,9;9,7;---;34,7;127,8
  05/1962;105,6; 10,7;  5,0;  7,0;  3,0;  0,0;  0,0;  4,0; 10,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 61,5; 16,0;  0,0;  0,1;  0,2;  3,0;  0,0;  0,0;  0,0;  0,5;21,0;2,0;5,6;105,6;255,2
  06/1962;  0,0;  0,0;  0,0; 25,0;  0,0;  4,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 18,6;  4,6;  7,0;  1,5;  0,0;  0,0;  0,0;  0,0;  0,0; 21,5;  2,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;25,0;84,7
  07/1962;  0,0;  0,0;  0,0;  0,0;  0,0;  0,6;  0,0;  0,6;  0,0;  5,0; 10,1;  0,0;  0,0;  0,0;  0,0;  0,0;  5,5;  5,9;  6,3; 22,5;  0,5;  0,0;  5,8;  1,2;  5,4;  0,0;  2,5;  1,0;0,0;0,0;0,0;22,5;72,9
  08/1962;  0,7;  0,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,3;  0,0;  0,0;  0,0;  0,0; 32,0;  0,0;  0,0;  5,1;  6,0;  3,2; 19,6; 13,9;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;32,0;84,9
  09/1962;  4,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  7,0; 15,5;  0,5; 24,7; 12,3; 25,2;  4,4;  0,0;  0,0;  0,0;  0,0;  2,3;  0,0; 44,0; 44,0; 11,3;  1,1;  2,6;  1,3;  0,0;0,8;1,9;---;44,0;202,9
  10/1962; 18,1;  8,5;  6,3;  0,0; 18,2;  3,9;  0,0;  0,0; 40,5; 30,6; 52,3; 58,5; 30,0;  0,0;  1,0;  1,5;  2,1; 26,0; 57,2; 47,0; 13,9;  0,3;  0,0;  0,8;  7,5;  0,0;  0,0;  0,3;68,8;45,1;40,6;68,8;579,0
  11/1962;  3,0;  0,0;  0,0;  0,0;  0,0;  7,6;  6,0; 83,6; 83,1; 56,9; 23,7; 23,5;  0,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 17,6;  0,0; 49,0;  2,9;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;83,6;357,8
  12/1962; 19,5; 39,6;  0,0; 70,5;  7,6; 67,1; 24,5;  0,0;  0,5;  0,0;  0,0;  0,6; 34,7; 30,0;  2,5;  1,5;  0,0;  6,1; 53,3; 64,2;  0,0;  0,0; 16,7;  5,0;  0,0;  0,0;  4,4; 27,7;15,4;61,2;8,8;70,5;561,4
  01/1963;160,2;  9,5;  0,0;  2,2;  0,0;  0,0;  0,0;  7,5;  0,0;  3,5;  3,5;110,9;  1,5;  0,0;  2,1;  6,0; 16,0; 16,3;  0,0; 25,5;  1,0;  0,0; 30,5; 14,4;  0,0;  0,0;  0,0;  0,0;0,0;0,0;10,0;160,2;420,6
  02/1963; 20,0; 13,5; 50,5; 20,0; 10,0; 17,6;105,7; 70,0; 40,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 12,2; 18,5; 22,5;  0,0;  0,0;  6,5;  5,0;  0,0;  0,0;---;---;---;105,7;412,5
  03/1963;  0,0;  0,0;  8,0; 20,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,8;  2,0; 13,2; 16,5;  6,0;  0,1; 30,1;5,5;60,0;4,0;60,0;174,4
  04/1963;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 14,0;  0,0;  0,0;  4,0;  8,0;  0,0;  0,0;  0,0; 16,0; 31,0; 12,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;31,0;85,3
  05/1963;  0,0;  0,0;  0,0; 11,5;  0,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 54,3;100,5; 10,3; 10,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;100,5;187,1
  06/1963; 22,5; 10,6;  4,1;  0,0;  0,0;  0,0; 19,6;  8,0;  0,0;  0,0;  0,0;  0,0; 29,3; 14,3; 17,2;  0,0;  0,0;  0,0;  0,0;  0,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;29,3;125,7
  07/1963;  0,0;  0,0;  0,0;  6,7; 56,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,4;  0,1;  0,7;  0,0;  0,0;  0,0; 25,7;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;56,6;95,2
  08/1963;  0,0;  0,0;  0,0;  0,0; 18,3;  0,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,8;  0,0;  5,6; 78,1;  2,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,0;  0,0;0,0;0,0;0,0;78,1;108,7
