PREFIXO: ;E3-065
NOME DO POSTO: ;GASPAR RICARDO (EFS)
MUNICÍPIO: ;SAO VICENTE
CURSO D'ÁGUA: ;BRANCO/BRANCO DA CONCEICAO,R
LATITUDE: ;23°58'00"
LONGITUDE: ;46°30'00"
 
Obs: valores com --- representam dados inexistentes.
 
Dados de chuva (mm)
 
Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Chuva máxima;Chuva total
  08/1943; 18,4;  2,0; 36,2; 46,3; 36,0; 42,6; 18,4;  0,0;  0,0;  0,0;  0,0; 18,4;  0,0;  0,0; 46,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 36,5; 24,6; 45,4; 18,3;  0,0;  0,0;  0,0;4,0;0,0;0,0;46,3;393,4
  09/1943;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 18,4;  0,0;  0,0; 36,4;  0,0;  0,0;  0,0;  0,0; 16,4;  0,0;  0,0; 72,6; 46,4; 18,3; 10,4;  0,0;  5,2;  0,0;0,0;0,0;---;72,6;224,1
  10/1943;  0,0;  0,0;  0,0; 18,3; 27,4;  0,0;  0,0;  0,0;  0,0;  0,0; 25,3;126,6; 80,4; 36,4; 76,6; 74,2; 17,5;  0,0;  0,0;  0,0;  0,0; 18,4; 36,5; 24,3; 18,6; 27,4;  9,2; 36,4;48,4;18,5;10,4;126,6;730,8
  11/1943; 10,5;  2,0;  0,0;  0,0;  0,0;  0,0; 18,4;  4,0;  0,0;  0,0; 18,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,0; 18,4;  0,0;  0,0;  0,0; 18,4; 72,0; 36,0;  0,0;  0,0;  0,0;0,0;36,0;---;72,0;238,1
  12/1943; 27,4; 36,4; 18,2; 36,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,0;  0,0;  9,0;  0,0;  8,0;  6,0;  6,0;  5,0; 12,5; 18,6; 10,8;  7,2;  0,0;  0,0;  0,0;  0,0;0,2;8,0;19,7;36,4;239,0
  01/1944;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 36,0;  0,0;  0,0; 28,5;  0,0;  0,0; 38,4; 28,5; 42,5;  0,0;  0,0;  0,0;  0,0; 40,0; 18,2; 20,0;  0,0;  0,0;0,0;24,5;0,0;42,5;276,6
  02/1944; 27,4; 38,4; 36,5; 74,4; 35,5; 27,2; 44,5;  0,0;  0,0; 45,4;  0,0;  0,0;  0,0;  0,0;  0,0; 18,2;  0,0;148,6; 78,4; 36,2;  0,0; 18,7;  0,0; 36,4;  0,0;  0,0; 72,4; 74,5;9,3;---;---;148,6;822,0
  03/1944;  0,0;  0,0;  0,0; 18,2; 18,2; 27,2;  0,0;  0,0;  0,0; 18,4;  0,0;  0,0; 16,3; 36,1;  0,0;  0,0;  0,0; 18,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 17,2;  0,0;  0,0;  0,0;0,0;0,0;0,0;36,1;170,0
  04/1944;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 18,2; 36,4; 28,3;  0,0;  0,0; 34,4; 76,4; 32,3; 18,4; 74,5; 42,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;76,4;361,3
  05/1944;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 18,4; 48,4; 36,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 16,4;  0,0;  0,0;  0,0;  0,0; 10,0;  0,0;  0,0;0,0;0,0;0,0;48,4;129,4
  06/1944;  0,0;  0,0;  0,0;  0,0;  4,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 18,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,2; 76,4; 14,3;0,0;0,0;---;76,4;117,5
  07/1944;  0,0;  0,0;  0,0;  0,0;  0,0; 36,4; 48,4;  0,0;  0,0;  9,2; 36,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 42,4; 48,5; 32,4;  0,0;  0,0;  0,0;0,0;0,0;0,0;48,5;253,7
  08/1944;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 18,2;  0,0;  4,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;9,2;4,2;18,2;35,6
  09/1944; 13,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 15,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,0;  0,0; 10,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,2;  0,0;  0,0;0,0;0,0;---;15,0;44,6
  10/1944;  0,0;  0,0;  0,0;  0,0;  6,2;  0,0;  0,0;  0,0;  0,0;  2,0;  0,0;  0,0;  9,2;  8,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 36,4;  0,0;18,2;0,0;4,2;36,4;84,6
  11/1944;  0,0;  0,0;  0,0;  0,0;  0,0;  5,2; 18,4; 72,6;  0,0;  0,0;  0,0;  0,0;  0,0; 10,4; 18,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 36,5; 36,5;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;72,6;198,1
  12/1944;  0,0;  0,0;  0,0; 50,0; 36,4; 48,8;  0,0;  0,0; 18,0; 36,0;  0,0;  0,0;  0,0;  0,0;  0,0; 18,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 36,5; 16,2; 18,4; 10,4;  0,0;  0,0;0,0;0,0;0,0;50,0;289,2
  01/1945;  0,0; 36,4;  0,0;  0,0;  0,0; 10,0; 36,4;  0,0;  0,0;  0,0;  0,0; 24,5; 48,2; 18,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;48,6;76,4;76,4;308,4
  02/1945; 48,6; 72,4;  0,0;  0,0;  0,0;  5,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 18,4;  0,0;  0,0; 18,2;  0,0;  0,0; 36,6;  0,0;---;---;---;72,4;199,4
  03/1945;  0,0;  0,0; 18,4; 36,4; 48,5; 18,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 20,8; 36,4; 24,2;0,0;0,0;0,0;48,5;209,1
  04/1945;  0,0; 19,4; 14,2; 48,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;4,0;---;48,5;86,1
  05/1945;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,2;  0,0;  0,0;  0,0;  0,0;  4,2;  0,0; 10,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;10,0;23,4
  06/1945;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,1;  7,0;  0,0;  0,0; 50,2; 16,0; 39,2;  0,0;  2,7;  2,8; 28,2; 14,0;9,1;0,0;---;50,2;172,3
  07/1945;  0,0;  0,0;  0,0;  0,0;  4,2;  2,0;  0,0;  0,0;  0,0;  0,0;  0,0; 37,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;37,4;43,6
  08/1945;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,5;0,5;0,5
  09/1945;  0,2;  0,3;  0,0;  0,0;  0,0;  0,0;  0,5;  0,5;  0,5;  0,1;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;33,0;---;33,0;35,3
