PREFIXO: ;E3-228
NOME DO POSTO: ;HUMAITA
MUNICÍPIO: ;SAO VICENTE
CURSO D'ÁGUA: ;MARIANA,R
LATITUDE: ;23°57'16"
LONGITUDE: ;46°27'00"
 
Obs: valores com --- representam dados inexistentes.
 
Dados de chuva (mm)
 
Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Chuva máxima;Chuva total
  02/1945; 65,0; 80,0; 70,4;  0,0;  0,0; 16,0;  7,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 60,3;  0,0;  0,0;  0,0; 94,6; 51,0;  5,6; 11,0;  0,0;  0,0;  4,9;  0,0;---;---;---;94,6;466,1
  03/1945;  0,0;  0,0;  0,0; 60,4;  2,2;  9,5;  0,0;  0,0; 20,3; 25,2;  0,0;  0,0;  0,0;  0,0;  0,0;  3,3;  0,0; 21,0;  0,0;  5,0;  7,0;  0,0;  0,0;  0,0;  0,0;  0,0; 20,3;  0,0;0,0;0,0;0,0;60,4;174,2
  04/1945;  0,0;  7,1;  0,0; 21,7; 28,4;  4,7; 24,5;  2,1;  0,0;  0,0;  0,0;  0,0;  1,0;  0,0; 12,3;  0,0;  0,0;  0,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;28,7;---;28,7;131,2
  05/1945;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,1; 51,0;  0,0;  0,0;  0,9; 32,8; 39,1; 25,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,3;0,0;0,0;0,0;51,0;159,0
  06/1945;  0,0;  0,0;  0,0;  0,0;  0,0; 41,0;  5,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 12,2; 60,6;  0,0; 47,3; 39,0; 52,6; 20,1;  3,0;  0,0;0,0;0,0;---;60,6;281,5
  07/1945;  0,0;  0,0;  0,0;  0,0; 10,1;  1,1;  3,0;  0,0;  0,0;  0,0;  7,4; 27,5;  8,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,7;  0,0;  0,0;0,0;0,0;0,0;27,5;63,3
  08/1945;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,0; 10,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;10,3;16,3
  09/1945; 11,0; 22,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 31,0; 28,4; 32,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;23,0;---;32,5;147,9
  10/1945;  6,2;  0,0;  0,0;  0,0;  1,3; 22,0;  8,2;  6,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;22,0;43,7
  11/1945;  7,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 19,5; 10,0; 34,5;  0,5;  0,0;  0,0;  0,0;0,0;0,0;---;34,5;71,5
  12/1945;  0,0;  0,0;  0,0;  0,0;  0,0; 42,7; 20,4; 17,1; 15,1;  0,0;  0,0;  0,0;  0,0;  0,0; 23,7;  0,0;  0,7;  0,0;  2,4;  6,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;26,0;34,0;12,3;42,7;201,2
  01/1946; 53,0; 16,0;  1,5;  0,0;  0,0;  0,0; 28,7;  0,5;  2,9;  7,5; 40,4;  0,0;  0,0; 30,2; 57,3; 40,1; 14,0;  0,0; 10,5;105,0; 16,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;2,0;0,0;0,0;105,0;426,2
  02/1946;  0,0;  0,0; 15,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 11,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 56,3;  0,0; 31,5;  1,3;  1,7;  0,0; 20,8;  1,3;  0,0;---;---;---;56,3;139,4
  03/1946;  0,0;  0,0; 30,2; 46,6; 16,3; 23,5; 16,4;  0,0;  0,0;  0,0; 22,7; 13,8;  0,0; 14,0;  0,0; 16,0;  6,5; 15,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;---;---;  0,0;  0,0;0,0;0,0;0,0;---;---
  04/1946;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;0,0;0,0
  05/1946;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 19,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 27,0; 10,0;  0,0; 37,5;  0,0;0,0;0,0;0,0;37,5;94,4
  06/1946;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 13,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,5; 25,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;25,0;39,0
